T	<m>	d<m>
2.260	-0.510	0.111
2.260	0.705	0.114
2.260	-0.583	0.112
2.260	-0.075	0.071
2.260	0.677	0.109
2.260	-0.370	0.089
2.260	-0.225	0.094
2.260	-0.708	0.102
2.260	0.626	0.125
2.260	-0.695	0.101
2.260	-0.709	0.105
2.260	0.530	0.100
2.260	-0.518	0.095
2.260	0.593	0.110
2.260	-0.650	0.121
2.260	0.301	0.102
2.260	0.608	0.112
2.260	-0.588	0.099
2.260	0.618	0.099
2.260	0.536	0.113
2.260	-0.548	0.097
2.260	0.650	0.101
2.260	0.629	0.102
2.260	-0.641	0.094
2.260	0.663	0.105
2.260	-0.638	0.108
2.260	0.415	0.111
2.260	0.527	0.103
2.260	0.685	0.103
2.260	-0.592	0.113
2.260	0.715	0.090
2.260	-0.614	0.104
2.260	0.485	0.097
2.260	0.637	0.118
2.260	0.227	0.108
2.260	-0.529	0.113
2.260	-0.597	0.117
2.260	-0.508	0.098
2.260	-0.599	0.096
2.260	-0.678	0.111
2.260	0.652	0.099
2.260	0.567	0.100
2.260	0.522	0.099
2.260	-0.349	0.104
2.260	-0.550	0.100
2.260	-0.582	0.123
2.260	0.650	0.107
2.260	-0.627	0.104
2.260	-0.605	0.105
2.260	-0.701	0.097
2.260	-0.302	0.112
2.260	-0.417	0.101
2.260	0.427	0.082
2.260	0.324	0.093
2.260	-0.713	0.097
2.260	0.747	0.084
2.260	-0.641	0.114
2.260	0.538	0.104
2.260	0.694	0.099
2.260	0.009	0.113
2.260	-0.382	0.090
2.260	0.705	0.100
2.260	0.098	0.093
2.260	0.642	0.102
2.260	0.536	0.105
2.260	0.624	0.088
2.260	-0.714	0.100
2.260	-0.565	0.114
2.260	0.161	0.095
2.260	-0.630	0.092
2.260	-0.666	0.103
2.260	0.686	0.104
2.260	-0.690	0.106
2.260	-0.704	0.118
2.260	0.706	0.105
2.260	-0.272	0.114
2.260	0.640	0.116
2.260	-0.491	0.089
2.260	-0.669	0.102
2.260	0.518	0.109
2.260	-0.414	0.103
2.260	-0.570	0.117
2.260	-0.725	0.099
2.260	-0.460	0.100
2.260	0.468	0.101
2.260	0.610	0.097
2.260	0.377	0.110
2.260	0.409	0.113
2.260	-0.501	0.104
2.260	-0.558	0.113
2.260	0.564	0.106
2.260	-0.246	0.101
2.260	0.679	0.107
2.260	0.628	0.106
2.260	-0.501	0.108
2.260	0.487	0.100
2.260	-0.655	0.097
2.260	-0.237	0.115
2.260	0.643	0.093
2.260	-0.460	0.119
2.260	0.625	0.099
2.260	-0.526	0.107
2.260	-0.678	0.108
2.260	-0.535	0.117
2.260	-0.241	0.109
2.260	-0.546	0.096
2.260	-0.241	0.086
2.260	-0.565	0.120
2.260	0.622	0.100
2.260	0.520	0.097
2.260	0.510	0.099
2.260	0.032	0.108
2.260	0.523	0.101
2.260	-0.463	0.109
2.260	-0.400	0.109
2.260	0.629	0.109
2.260	-0.318	0.101
2.260	0.531	0.125
2.260	-0.683	0.101
2.260	-0.618	0.110
2.260	0.505	0.120
2.260	-0.487	0.118
2.260	0.509	0.100
2.260	0.356	0.114
2.260	0.598	0.111
2.260	-0.608	0.120
2.260	-0.661	0.102
2.260	-0.702	0.093
2.260	0.633	0.104
2.260	0.619	0.112
2.260	0.612	0.109
2.260	-0.600	0.098
2.260	-0.571	0.119
2.260	-0.687	0.084
2.260	-0.631	0.091
2.260	0.569	0.104
2.260	0.618	0.106
2.260	0.561	0.111
2.260	-0.722	0.090
2.260	-0.532	0.125
2.260	-0.133	0.082
2.260	-0.697	0.095
2.260	0.005	0.094
2.260	-0.572	0.106
2.260	-0.335	0.082
2.260	0.482	0.110
2.260	-0.670	0.113
2.260	-0.611	0.106
2.260	0.742	0.092
2.260	0.405	0.103
2.260	-0.543	0.109
2.260	0.520	0.123
2.260	-0.668	0.111
2.260	0.538	0.098
2.260	-0.632	0.096
2.260	-0.082	0.110
2.260	-0.377	0.113
2.260	-0.278	0.107
2.260	0.608	0.114
2.260	-0.339	0.113
2.260	0.691	0.086
2.260	0.379	0.106
2.260	0.579	0.104
2.260	-0.634	0.120
2.260	-0.726	0.097
2.260	0.555	0.117
2.260	0.643	0.100
2.260	-0.426	0.115
2.260	-0.436	0.105
2.260	-0.540	0.090
2.260	-0.714	0.107
2.260	0.571	0.104
2.260	-0.579	0.109
2.260	0.584	0.107
2.260	0.510	0.113
2.260	-0.615	0.087
2.260	-0.709	0.087
2.260	-0.723	0.082
2.260	0.225	0.093
2.260	-0.545	0.108
2.260	0.659	0.111
2.260	0.647	0.118
2.260	-0.523	0.101
2.260	0.403	0.122
2.260	0.636	0.112
2.260	0.438	0.092
2.260	0.622	0.101
2.260	0.615	0.093
2.260	0.647	0.110
2.260	0.046	0.085
2.260	0.639	0.106
2.260	0.693	0.097
2.260	-0.008	0.080
2.260	0.281	0.111
2.260	0.606	0.103
2.260	-0.524	0.114
2.260	0.403	0.108
2.260	-0.382	0.092
2.260	0.711	0.104
2.260	0.557	0.113
2.260	-0.731	0.088
2.260	0.668	0.110
2.260	0.651	0.092
2.260	0.397	0.090
2.260	0.643	0.086
2.260	-0.211	0.079
2.260	0.673	0.099
2.260	0.446	0.109
2.260	0.391	0.114
2.260	-0.557	0.110
2.260	-0.478	0.097
2.260	0.386	0.081
2.260	0.665	0.094
2.260	0.677	0.103
2.260	-0.250	0.093
2.260	0.396	0.114
2.260	0.500	0.103
2.260	-0.505	0.104
2.260	-0.564	0.121
2.260	-0.255	0.118
2.260	0.189	0.077
2.260	0.502	0.105
2.260	-0.100	0.093
2.260	-0.373	0.083
2.260	-0.700	0.095
2.260	-0.565	0.114
2.260	0.706	0.104
2.260	0.605	0.100
2.260	-0.725	0.084
2.260	0.598	0.114
2.260	-0.657	0.104
2.260	0.710	0.098
2.260	0.589	0.093
2.260	0.720	0.094
2.260	-0.661	0.092
2.260	0.712	0.093
2.260	-0.453	0.105
2.260	0.484	0.097
2.260	-0.602	0.109
2.260	-0.708	0.112
2.260	0.443	0.088
2.260	-0.356	0.102
2.260	0.672	0.109
2.260	-0.698	0.106
2.260	-0.506	0.104
2.260	-0.567	0.106
2.260	-0.593	0.103
2.260	-0.614	0.111
2.260	0.630	0.104
2.260	-0.617	0.101
2.260	0.676	0.098
2.260	-0.543	0.088
2.260	0.628	0.112
2.260	0.638	0.113
2.260	0.633	0.086
2.260	-0.639	0.104
2.260	-0.703	0.100
2.260	0.327	0.108
2.260	0.220	0.080
2.260	-0.407	0.119
2.260	-0.718	0.099
2.260	-0.599	0.116
2.260	0.315	0.108
2.260	-0.644	0.098
2.260	0.366	0.112
2.260	-0.710	0.107
2.260	-0.648	0.108
2.260	-0.654	0.097
2.260	0.686	0.101
2.260	0.629	0.095
2.260	-0.633	0.113
2.260	-0.544	0.118
2.260	0.653	0.100
2.260	0.228	0.089
2.260	0.654	0.098
2.260	0.028	0.080
2.260	0.626	0.102
2.260	-0.042	0.080
2.260	-0.589	0.107
2.260	-0.398	0.132
2.260	-0.544	0.103
2.260	-0.472	0.109
2.260	0.494	0.110
2.260	0.564	0.103
2.260	0.544	0.113
2.260	0.658	0.099
2.260	0.281	0.078
2.260	0.644	0.113
2.260	0.573	0.111
2.260	-0.671	0.118
2.260	0.522	0.103
2.260	-0.559	0.110
2.260	0.603	0.113
2.260	0.625	0.109
2.260	0.664	0.090
2.260	-0.630	0.095
2.260	-0.701	0.110
2.260	-0.140	0.086
2.260	-0.577	0.100
2.260	0.376	0.125
2.260	0.653	0.107
2.260	0.700	0.104
2.260	0.314	0.124
2.260	0.497	0.120
2.260	0.540	0.111
2.260	0.758	0.096
2.260	-0.638	0.100
2.260	0.668	0.108
2.260	-0.668	0.104
2.260	-0.676	0.114
2.260	0.254	0.086
2.260	0.599	0.120
2.260	-0.452	0.113
2.260	0.644	0.105
2.260	-0.402	0.105
2.260	0.692	0.112
2.260	0.597	0.101
2.260	0.377	0.086
2.260	0.083	0.079
2.260	-0.663	0.103
2.260	0.571	0.112
2.260	-0.603	0.103
2.260	0.740	0.098
2.260	0.558	0.099
2.260	-0.506	0.107
2.260	0.282	0.113
2.260	-0.449	0.098
2.260	-0.637	0.114
2.260	0.691	0.106
2.260	0.212	0.108
2.260	0.636	0.108
2.260	-0.538	0.110
2.260	0.646	0.101
2.260	-0.655	0.110
2.260	0.606	0.092
2.260	-0.530	0.119
2.260	0.256	0.082
2.260	0.681	0.108
2.260	0.631	0.110
2.260	-0.623	0.094
2.260	0.726	0.094
2.260	-0.702	0.111
2.260	0.311	0.080
2.260	-0.671	0.102
2.260	0.277	0.080
2.260	0.690	0.091
2.260	0.732	0.096
2.260	-0.679	0.109
2.260	0.687	0.109
2.260	0.682	0.105
2.260	-0.624	0.096
2.260	0.326	0.109
2.260	0.050	0.069
2.260	0.527	0.115
2.260	0.519	0.112
2.260	-0.554	0.107
2.260	-0.654	0.119
2.260	0.089	0.063
2.260	-0.128	0.070
2.260	-0.660	0.108
2.260	0.637	0.100
2.260	0.666	0.101
2.260	-0.660	0.113
2.260	0.630	0.109
2.260	-0.614	0.108
2.260	0.181	0.112
2.260	0.634	0.096
2.260	-0.361	0.104
2.260	-0.208	0.119
2.260	0.561	0.121
2.260	-0.663	0.111
2.260	0.661	0.112
2.260	-0.452	0.085
2.260	-0.471	0.095
2.260	0.513	0.119
2.260	-0.676	0.103
2.260	0.589	0.115
2.260	-0.552	0.104
2.260	0.629	0.107
2.260	0.692	0.114
2.260	0.646	0.110
2.260	0.465	0.103
2.260	0.410	0.124
2.260	-0.705	0.101
2.260	-0.577	0.102
2.260	0.633	0.100
2.260	0.544	0.112
2.260	0.607	0.094
2.260	0.458	0.103
2.260	-0.296	0.102
2.260	0.651	0.103
2.260	-0.695	0.088
2.260	0.706	0.098
2.260	-0.157	0.076
2.260	0.676	0.106
2.260	-0.548	0.125
2.260	-0.671	0.110
2.260	-0.534	0.100
2.260	0.642	0.105
2.260	-0.672	0.094
2.260	0.620	0.099
2.260	0.671	0.095
2.260	-0.249	0.096
2.260	-0.600	0.098
2.260	-0.458	0.109
2.260	-0.402	0.109
2.260	0.598	0.078
2.260	0.724	0.098
2.260	-0.640	0.109
2.260	-0.472	0.112
2.260	-0.104	0.088
2.260	0.111	0.099
2.260	-0.631	0.105
2.260	0.484	0.121
2.260	-0.355	0.120
2.260	0.554	0.099
2.260	-0.558	0.107
2.260	-0.513	0.107
2.260	-0.635	0.097
2.260	0.602	0.106
2.260	-0.501	0.109
2.260	-0.685	0.108
2.260	0.707	0.101
2.260	0.670	0.095
2.260	0.030	0.083
2.260	0.586	0.107
2.260	-0.297	0.101
2.260	0.352	0.099
2.260	0.528	0.135
2.260	0.527	0.097
2.260	0.667	0.107
2.260	0.583	0.116
2.260	-0.633	0.106
2.260	0.696	0.077
2.260	-0.633	0.100
2.260	0.624	0.107
2.260	0.104	0.111
2.260	0.635	0.104
2.260	-0.125	0.075
2.260	0.665	0.096
2.260	0.522	0.108
2.260	-0.307	0.121
2.260	-0.045	0.087
2.260	-0.553	0.118
2.260	-0.458	0.090
2.260	0.659	0.099
2.260	-0.662	0.099
2.260	-0.262	0.110
2.260	0.400	0.088
2.260	-0.675	0.110
2.260	-0.305	0.098
2.260	-0.562	0.101
2.260	0.736	0.093
2.260	0.571	0.101
2.260	0.545	0.092
2.260	0.585	0.113
2.260	0.128	0.080
2.260	0.632	0.105
2.260	0.636	0.094
2.260	0.647	0.105
2.260	0.674	0.096
2.260	0.501	0.088
2.260	-0.542	0.120
2.260	-0.663	0.088
2.260	-0.577	0.110
2.260	0.713	0.105
2.260	-0.513	0.128
2.260	0.585	0.100
2.260	-0.434	0.114
2.260	0.430	0.116
2.260	-0.666	0.111
2.260	-0.671	0.106
2.260	0.612	0.093
2.260	-0.647	0.100
2.260	-0.625	0.106
2.260	0.689	0.092
2.260	0.554	0.104
2.260	0.673	0.099
2.260	0.378	0.106
2.260	0.328	0.113
2.260	-0.516	0.114
2.260	-0.568	0.108
2.260	-0.691	0.101
2.260	0.700	0.103
2.260	0.541	0.102
2.260	-0.521	0.092
2.260	0.384	0.116
2.260	0.682	0.111
2.260	0.484	0.094
2.260	0.590	0.110
2.260	0.629	0.105
2.260	0.673	0.107
2.260	-0.547	0.099
2.260	-0.446	0.098
2.260	0.144	0.102
2.260	0.560	0.118
2.260	0.471	0.116
2.260	-0.552	0.112
2.260	-0.302	0.105
2.260	0.684	0.107
2.260	-0.492	0.102
2.260	0.578	0.094
2.260	0.488	0.112
2.260	0.662	0.099
2.260	-0.670	0.116
2.260	-0.498	0.108
2.260	0.671	0.097
2.260	0.636	0.100
2.260	0.709	0.104
2.260	-0.491	0.128
2.260	0.350	0.082
2.260	-0.704	0.103
2.260	-0.715	0.104
2.260	-0.614	0.120
2.260	-0.444	0.109
2.260	0.556	0.115
2.260	-0.732	0.105
2.260	0.626	0.102
2.260	-0.679	0.103
2.260	0.639	0.111
2.260	0.593	0.107
2.260	-0.161	0.098
2.260	-0.354	0.086
2.260	-0.661	0.119
2.260	-0.439	0.099
2.260	-0.592	0.111
2.260	-0.732	0.099
2.260	-0.690	0.105
2.260	-0.674	0.099
2.260	0.423	0.109
2.260	-0.667	0.101
2.260	0.644	0.100
2.260	-0.223	0.082
2.260	0.690	0.105
2.260	-0.722	0.101
2.260	-0.407	0.098
2.260	-0.668	0.095
2.260	-0.084	0.088
2.260	-0.410	0.117
2.260	0.700	0.106
2.260	-0.444	0.105
2.260	-0.471	0.114
2.260	-0.682	0.092
2.260	0.633	0.117
2.260	0.636	0.114
2.260	-0.122	0.083
2.260	-0.641	0.115
2.260	0.573	0.113
2.260	-0.694	0.099
2.260	-0.604	0.113
2.260	-0.151	0.084
2.260	0.582	0.097
2.260	0.713	0.097
2.260	-0.694	0.104
2.260	0.643	0.106
2.260	-0.297	0.079
2.260	-0.622	0.110
2.260	-0.633	0.094
2.260	-0.490	0.132
2.260	0.573	0.110
2.260	0.654	0.099
2.260	0.635	0.106
2.260	-0.440	0.123
2.260	0.603	0.117
2.260	-0.481	0.106
2.260	-0.239	0.113
2.260	0.674	0.107
2.260	-0.671	0.105
2.260	0.684	0.110
2.260	0.635	0.095
2.260	-0.674	0.103
2.260	0.693	0.093
2.260	0.583	0.083
2.260	0.490	0.118
2.260	-0.313	0.112
2.260	-0.449	0.104
2.260	0.581	0.099
2.260	0.535	0.134
2.260	-0.663	0.092
2.260	-0.271	0.118
2.260	0.526	0.097
2.260	0.637	0.111
2.260	-0.535	0.115
2.260	-0.630	0.102
2.260	0.579	0.107
2.260	0.111	0.091
2.260	0.650	0.099
2.260	-0.592	0.102
2.260	0.450	0.124
2.260	-0.364	0.105
2.260	-0.326	0.088
2.260	-0.717	0.090
2.260	0.606	0.106
2.260	-0.591	0.097
2.260	0.715	0.115
2.260	0.309	0.099
2.260	-0.456	0.120
2.260	0.567	0.110
2.260	-0.514	0.130
2.260	0.487	0.116
2.260	-0.593	0.106
2.260	0.599	0.109
2.260	0.603	0.105
2.260	0.580	0.111
2.260	0.707	0.104
2.260	0.560	0.108
2.260	-0.650	0.110
2.260	0.143	0.114
2.260	-0.687	0.109
2.260	0.465	0.101
2.260	-0.679	0.091
2.260	0.337	0.103
2.260	0.147	0.086
2.260	-0.652	0.112
2.260	-0.401	0.089
2.260	0.085	0.099
2.260	-0.663	0.110
2.260	-0.394	0.096
2.260	0.369	0.089
2.260	0.635	0.113
2.260	-0.742	0.100
2.260	-0.172	0.090
2.260	0.631	0.122
2.260	0.507	0.103
2.260	-0.693	0.123
2.260	-0.649	0.107
2.260	0.700	0.089
2.260	-0.526	0.092
2.260	0.570	0.121
2.260	0.608	0.098
2.260	-0.450	0.094
2.260	-0.688	0.101
2.260	0.560	0.106
2.260	-0.506	0.122
2.260	-0.495	0.110
2.260	0.591	0.114
2.260	0.704	0.099
2.260	-0.600	0.094
2.260	-0.601	0.111
2.260	0.694	0.115
2.260	0.551	0.111
2.260	0.368	0.101
2.260	0.001	0.077
2.260	0.649	0.104
2.260	-0.413	0.095
2.260	-0.663	0.098
2.260	0.690	0.111
2.260	-0.495	0.098
2.260	0.688	0.087
2.260	0.348	0.086
2.260	-0.604	0.105
2.260	-0.588	0.110
2.260	0.679	0.108
2.260	0.394	0.101
2.260	-0.454	0.109
2.260	0.637	0.109
2.260	-0.458	0.101
2.260	0.116	0.075
2.260	0.562	0.116
2.260	0.700	0.093
2.260	-0.541	0.099
2.260	0.376	0.073
2.260	-0.616	0.104
2.260	-0.460	0.112
2.260	0.655	0.111
2.260	0.625	0.110
2.260	0.543	0.105
2.260	-0.641	0.103
2.260	0.442	0.099
2.260	0.605	0.108
2.260	0.695	0.118
2.260	-0.607	0.105
2.260	0.556	0.109
2.260	-0.149	0.121
2.260	-0.204	0.101
2.260	0.590	0.101
2.260	0.630	0.099
2.260	-0.733	0.105
2.260	-0.665	0.106
2.260	0.663	0.110
2.260	-0.510	0.105
2.260	-0.602	0.106
2.260	-0.665	0.104
2.260	-0.695	0.117
2.260	-0.699	0.098
2.260	0.558	0.106
2.260	0.725	0.096
2.260	0.487	0.116
2.260	0.276	0.102
2.260	-0.677	0.091
2.260	-0.457	0.100
2.260	0.627	0.117
2.260	-0.696	0.097
2.260	-0.515	0.092
2.260	0.711	0.103
2.260	0.711	0.103
2.260	-0.694	0.093
2.260	0.669	0.104
2.260	0.712	0.101
2.260	-0.601	0.109
2.260	-0.655	0.093
2.260	-0.456	0.102
2.260	0.226	0.080
2.260	-0.511	0.102
2.260	-0.551	0.106
2.260	0.671	0.116
2.260	-0.626	0.091
2.260	-0.153	0.075
2.260	-0.426	0.113
2.260	-0.590	0.124
2.260	0.511	0.098
2.260	0.687	0.097
2.260	0.606	0.095
2.260	0.641	0.105
2.260	0.499	0.131
2.260	0.511	0.104
2.260	0.726	0.094
2.260	-0.645	0.102
2.260	0.653	0.101
2.260	0.696	0.089
2.260	0.305	0.106
2.260	0.712	0.097
2.260	-0.656	0.118
2.260	0.691	0.106
2.260	-0.652	0.114
2.260	-0.698	0.094
2.260	0.425	0.121
2.260	-0.606	0.106
2.260	0.427	0.103
2.260	-0.609	0.100
2.260	0.513	0.123
2.260	0.667	0.085
2.260	0.422	0.118
2.260	0.504	0.103
2.260	-0.580	0.102
2.260	-0.585	0.112
2.260	-0.569	0.116
2.260	0.453	0.121
2.260	-0.621	0.098
2.260	-0.690	0.094
2.260	0.674	0.091
2.260	-0.716	0.098
2.260	0.417	0.130
2.260	0.675	0.098
2.260	-0.638	0.101
2.260	-0.643	0.113
2.260	-0.586	0.101
2.260	-0.665	0.115
2.260	-0.332	0.095
2.260	-0.584	0.110
2.260	-0.585	0.111
2.260	-0.528	0.093
2.260	-0.433	0.109
2.260	-0.518	0.097
2.260	0.532	0.128
2.260	-0.677	0.110
2.260	-0.243	0.103
2.260	-0.554	0.111
2.260	0.335	0.090
2.260	0.648	0.087
2.260	-0.502	0.094
2.260	-0.586	0.115
2.260	-0.527	0.110
2.260	-0.626	0.103
2.260	0.695	0.099
2.260	0.608	0.105
2.260	0.504	0.097
2.260	-0.697	0.102
2.260	0.702	0.112
2.260	-0.226	0.105
2.260	-0.640	0.094
2.260	-0.029	0.088
2.260	-0.633	0.117
2.260	-0.646	0.110
2.260	-0.445	0.102
2.260	-0.603	0.109
2.260	-0.615	0.101
2.260	-0.660	0.107
2.260	0.691	0.110
2.260	-0.615	0.093
2.260	0.637	0.098
2.260	0.606	0.104
2.260	-0.650	0.096
2.260	0.492	0.104
2.260	-0.481	0.117
2.260	-0.624	0.088
2.260	-0.510	0.109
2.260	0.588	0.109
2.260	0.638	0.123
2.260	0.541	0.098
2.260	0.576	0.117
2.260	-0.581	0.113
2.260	-0.718	0.103
2.260	-0.699	0.117
2.260	0.621	0.090
2.260	0.651	0.093
2.260	0.509	0.109
2.260	0.697	0.097
2.260	-0.483	0.111
2.260	-0.619	0.114
2.260	0.534	0.112
2.260	-0.732	0.113
2.260	-0.667	0.103
2.260	-0.686	0.107
2.260	0.595	0.113
2.260	-0.619	0.107
2.260	0.561	0.118
2.260	-0.581	0.099
2.260	-0.655	0.103
2.260	0.499	0.105
2.260	-0.744	0.100
2.260	0.693	0.100
2.260	0.432	0.101
2.260	-0.498	0.120
2.260	-0.657	0.092
2.260	0.666	0.110
2.260	0.670	0.103
2.260	0.519	0.115
2.260	0.669	0.100
2.260	-0.670	0.102
2.260	-0.445	0.105
2.260	-0.708	0.102
2.260	-0.737	0.082
2.260	0.674	0.115
2.260	0.402	0.099
2.260	-0.622	0.108
2.260	0.280	0.078
2.260	-0.568	0.104
2.260	0.340	0.091
2.260	0.328	0.111
2.260	-0.477	0.113
2.260	0.686	0.114
2.260	0.403	0.107
2.260	0.651	0.108
2.260	-0.616	0.090
2.260	-0.592	0.098
2.260	0.575	0.094
2.260	0.093	0.081
2.260	0.654	0.101
2.260	-0.297	0.087
2.260	0.646	0.105
2.260	-0.204	0.084
2.260	-0.602	0.107
2.260	-0.318	0.102
2.260	0.594	0.109
2.260	0.458	0.116
2.260	0.607	0.093
2.260	-0.686	0.104
2.260	0.652	0.098
2.260	0.317	0.118
2.260	0.659	0.125
2.260	0.696	0.095
2.260	-0.239	0.076
2.260	-0.625	0.117
2.260	-0.620	0.111
2.260	0.623	0.105
2.260	-0.635	0.107
2.260	-0.575	0.117
2.260	0.502	0.105
2.260	0.111	0.082
2.260	0.664	0.109
2.260	0.713	0.089
2.260	-0.383	0.114
2.260	-0.714	0.090
2.260	0.466	0.110
2.260	0.594	0.103
2.260	-0.692	0.096
2.260	0.301	0.101
2.260	0.316	0.100
2.260	-0.699	0.113
2.260	-0.545	0.099
2.260	-0.684	0.109
2.260	0.564	0.087
2.260	-0.661	0.094
2.260	0.653	0.104
2.260	0.039	0.079
2.260	0.634	0.105
2.260	-0.474	0.106
2.260	0.474	0.096
2.260	-0.560	0.102
2.260	-0.609	0.100
2.260	0.330	0.095
2.260	-0.159	0.074
2.260	-0.551	0.097
2.260	0.085	0.117
2.260	0.575	0.113
2.260	-0.730	0.091
2.260	-0.647	0.097
2.260	-0.457	0.098
2.260	0.140	0.108
2.260	0.268	0.099
2.260	-0.635	0.101
2.260	0.389	0.118
2.260	0.596	0.116
2.260	-0.561	0.123
2.260	-0.731	0.092
2.260	0.414	0.105
2.260	0.639	0.103
2.260	0.653	0.101
2.260	0.590	0.096
2.260	-0.415	0.102
2.260	-0.562	0.104
2.260	0.631	0.125
2.260	-0.513	0.130
2.260	0.740	0.088
2.260	0.543	0.104
2.260	-0.670	0.108
2.260	0.507	0.090
2.260	-0.374	0.099
2.260	0.657	0.101
2.260	0.565	0.101
2.260	-0.650	0.092
2.260	-0.601	0.104
2.260	0.643	0.098
2.260	-0.180	0.073
2.260	0.547	0.091
2.260	0.341	0.101
2.260	0.618	0.107
2.260	0.392	0.127
2.260	0.562	0.104
2.260	-0.678	0.113
2.260	0.481	0.112
2.260	0.651	0.108
2.260	-0.581	0.097
2.260	-0.447	0.102
2.260	0.718	0.101
2.260	-0.645	0.115
2.260	-0.642	0.096
2.260	0.633	0.102
2.260	0.488	0.125
2.260	0.584	0.091
2.260	-0.639	0.121
2.260	-0.617	0.101
2.260	0.577	0.108
2.260	-0.584	0.120
2.260	0.194	0.076
2.260	0.167	0.073
2.260	-0.439	0.102
2.260	-0.231	0.100
2.260	-0.684	0.113
2.260	0.640	0.099
2.260	0.665	0.107
2.260	-0.611	0.105
2.260	-0.553	0.129
2.260	0.642	0.120
2.260	0.703	0.097
2.260	-0.528	0.114
2.260	0.606	0.104
2.260	0.584	0.114
2.260	-0.520	0.111
2.260	-0.396	0.101
2.260	-0.572	0.100
2.260	-0.549	0.097
2.260	-0.299	0.072
2.260	-0.531	0.116
2.260	-0.664	0.100
2.260	0.088	0.080
2.260	0.726	0.094
2.260	0.680	0.103
2.260	0.600	0.106
2.260	0.428	0.099
2.260	0.705	0.102
2.260	0.613	0.101
2.260	-0.473	0.112
2.260	0.524	0.108
2.260	0.712	0.106
2.260	0.598	0.109
2.260	0.658	0.108
2.260	-0.494	0.099
2.260	-0.370	0.099
2.260	-0.495	0.099
2.260	-0.440	0.107
2.260	-0.536	0.100
2.260	0.302	0.073
2.260	0.411	0.125
2.260	0.458	0.105
2.260	-0.634	0.106
2.260	0.722	0.101
2.260	0.670	0.102
2.260	-0.697	0.101
2.260	-0.709	0.097
2.260	0.593	0.099
2.260	0.536	0.097
2.260	-0.653	0.106
2.260	0.618	0.110
2.260	0.735	0.092
2.260	0.572	0.104
2.260	-0.555	0.096
2.260	0.678	0.100
2.260	-0.546	0.116
2.260	-0.728	0.094
2.260	0.668	0.101
2.260	-0.544	0.102
2.260	-0.495	0.115
2.260	-0.624	0.120
2.260	-0.112	0.078
2.260	-0.663	0.090
2.260	-0.441	0.111
2.260	-0.669	0.115
2.260	0.618	0.093
2.260	0.643	0.103
2.260	0.055	0.079
2.260	-0.707	0.099
2.260	-0.553	0.098
2.260	-0.663	0.109
2.260	-0.541	0.113
2.260	-0.593	0.102
2.260	0.645	0.107
2.260	0.377	0.107
2.260	-0.160	0.107
2.260	0.592	0.108
2.260	-0.595	0.095
2.260	-0.645	0.125
2.260	0.739	0.090
2.260	0.616	0.106
2.260	0.253	0.095
2.260	-0.145	0.073
2.260	0.722	0.096
2.260	-0.489	0.118
2.260	0.675	0.101
2.260	0.650	0.103
2.260	0.667	0.100
2.260	-0.668	0.104
2.260	0.545	0.097
2.260	-0.724	0.108
2.260	0.635	0.120
2.260	0.556	0.115
2.260	-0.509	0.108
2.260	0.485	0.101
2.260	0.664	0.101
2.260	-0.634	0.096
2.260	-0.479	0.112
2.260	-0.582	0.117
2.260	0.601	0.101
2.260	0.652	0.101
2.260	0.718	0.112
2.260	0.573	0.102
2.260	0.614	0.117
2.260	0.677	0.091
2.260	0.584	0.101
2.260	-0.702	0.096
2.260	-0.458	0.101
2.260	0.417	0.114
2.260	-0.490	0.105
2.260	0.562	0.104
2.260	-0.689	0.099
2.260	-0.428	0.124
2.260	0.691	0.103
2.260	0.596	0.090
2.260	0.376	0.126
2.260	-0.554	0.112
2.260	-0.698	0.095
2.260	0.600	0.114
2.260	0.646	0.110
2.260	0.691	0.097
2.260	-0.624	0.093
2.260	0.604	0.101
2.260	0.560	0.112
2.260	0.504	0.109
2.260	-0.284	0.112
2.260	-0.593	0.105
2.260	0.711	0.094
2.260	-0.629	0.103
2.260	0.669	0.097
2.260	-0.628	0.110
2.260	-0.688	0.125
2.260	0.692	0.101
2.260	0.658	0.101
2.260	-0.493	0.108
2.260	-0.658	0.108
2.260	-0.722	0.102
2.260	-0.687	0.086
2.260	-0.282	0.075
2.260	0.720	0.091
2.260	-0.594	0.109
2.260	0.558	0.103
2.260	0.704	0.101
2.260	0.585	0.097
2.260	-0.652	0.096
2.260	-0.607	0.114
2.260	0.565	0.111
2.260	0.640	0.104
2.260	0.602	0.110
2.260	0.632	0.107
2.260	0.531	0.096
2.260	0.617	0.100
2.260	0.656	0.104
2.260	-0.490	0.102
2.260	-0.627	0.111
2.260	0.320	0.097
2.260	-0.658	0.094
2.260	0.678	0.103
2.260	-0.632	0.105
2.260	0.387	0.112
2.260	0.574	0.099
2.260	-0.616	0.102
2.260	-0.627	0.106
2.260	0.493	0.120
2.260	-0.591	0.113
2.260	0.737	0.085
2.260	-0.683	0.109
2.260	0.619	0.109
2.260	0.463	0.114
2.260	-0.587	0.108
2.260	-0.628	0.100
2.260	-0.547	0.094
2.260	0.169	0.068
2.260	-0.639	0.122
2.260	-0.544	0.101
2.260	0.016	0.106
2.260	0.634	0.097
2.260	-0.525	0.119
2.260	0.503	0.102
2.260	-0.609	0.118
2.260	0.644	0.099
2.260	-0.528	0.108
2.260	0.549	0.101
2.260	0.513	0.101
2.260	0.662	0.101
2.260	0.375	0.112
