T	<e>	d<e>
2.260	-1.465	0.098
2.260	-1.388	0.104
2.260	-1.320	0.071
2.260	-1.405	0.114
2.260	-1.452	0.098
2.260	-1.431	0.103
2.260	-1.465	0.099
2.260	-1.429	0.089
2.260	-1.488	0.095
2.260	-1.395	0.088
2.260	-1.466	0.089
2.260	-1.417	0.124
2.260	-1.360	0.112
2.260	-1.459	0.101
2.260	-1.448	0.102
2.260	-1.444	0.109
2.260	-1.360	0.107
2.260	-1.454	0.094
2.260	-1.458	0.113
2.260	-1.410	0.114
2.260	-1.412	0.113
2.260	-1.425	0.107
2.260	-1.385	0.098
2.260	-1.387	0.102
2.260	-1.451	0.119
2.260	-1.334	0.089
2.260	-1.409	0.109
2.260	-1.405	0.108
2.260	-1.344	0.097
2.260	-1.418	0.122
2.260	-1.415	0.114
2.260	-1.424	0.103
2.260	-1.377	0.107
2.260	-1.454	0.098
2.260	-1.370	0.098
2.260	-1.447	0.109
2.260	-1.420	0.112
2.260	-1.360	0.099
2.260	-1.396	0.097
2.260	-1.435	0.110
2.260	-1.461	0.091
2.260	-1.378	0.088
2.260	-1.466	0.112
2.260	-1.434	0.110
2.260	-1.419	0.110
2.260	-1.447	0.095
2.260	-1.362	0.098
2.260	-1.462	0.107
2.260	-1.439	0.103
2.260	-1.408	0.109
2.260	-1.426	0.102
2.260	-1.482	0.102
2.260	-1.357	0.107
2.260	-1.411	0.121
2.260	-1.425	0.106
2.260	-1.435	0.097
2.260	-1.419	0.109
2.260	-1.354	0.106
2.260	-1.397	0.098
2.260	-1.318	0.078
2.260	-1.374	0.091
2.260	-1.434	0.116
2.260	-1.459	0.099
2.260	-1.401	0.113
2.260	-1.322	0.080
2.260	-1.423	0.104
2.260	-1.406	0.116
2.260	-1.436	0.104
2.260	-1.462	0.092
2.260	-1.343	0.081
2.260	-1.399	0.120
2.260	-1.398	0.109
2.260	-1.412	0.101
2.260	-1.414	0.105
2.260	-1.349	0.104
2.260	-1.413	0.098
2.260	-1.309	0.068
2.260	-1.437	0.109
2.260	-1.417	0.105
2.260	-1.316	0.075
2.260	-1.429	0.113
2.260	-1.407	0.090
2.260	-1.442	0.101
2.260	-1.361	0.081
2.260	-1.378	0.102
2.260	-1.415	0.108
2.260	-1.449	0.093
2.260	-1.444	0.089
2.260	-1.452	0.108
2.260	-1.392	0.121
2.260	-1.339	0.103
2.260	-1.412	0.101
2.260	-1.401	0.114
2.260	-1.349	0.093
2.260	-1.356	0.097
2.260	-1.431	0.104
2.260	-1.409	0.126
2.260	-1.371	0.098
2.260	-1.395	0.124
2.260	-1.397	0.096
2.260	-1.355	0.088
2.260	-1.395	0.095
2.260	-1.351	0.085
2.260	-1.384	0.094
2.260	-1.429	0.114
2.260	-1.445	0.106
2.260	-1.376	0.122
2.260	-1.449	0.101
2.260	-1.442	0.087
2.260	-1.428	0.105
2.260	-1.458	0.104
2.260	-1.437	0.105
2.260	-1.410	0.126
2.260	-1.444	0.108
2.260	-1.402	0.111
2.260	-1.401	0.116
2.260	-1.413	0.105
2.260	-1.366	0.092
2.260	-1.414	0.103
2.260	-1.321	0.081
2.260	-1.412	0.127
2.260	-1.352	0.109
2.260	-1.362	0.107
2.260	-1.413	0.107
2.260	-1.361	0.093
2.260	-1.406	0.123
2.260	-1.338	0.087
2.260	-1.353	0.103
2.260	-1.405	0.127
2.260	-1.389	0.093
2.260	-1.411	0.100
2.260	-1.417	0.105
2.260	-1.400	0.119
2.260	-1.417	0.112
2.260	-1.377	0.106
2.260	-1.446	0.114
2.260	-1.452	0.097
2.260	-1.442	0.114
2.260	-1.338	0.082
2.260	-1.416	0.090
2.260	-1.419	0.114
2.260	-1.425	0.100
2.260	-1.413	0.110
2.260	-1.474	0.105
2.260	-1.403	0.116
2.260	-1.453	0.104
2.260	-1.457	0.095
2.260	-1.441	0.103
2.260	-1.375	0.106
2.260	-1.425	0.101
2.260	-1.354	0.099
2.260	-1.311	0.070
2.260	-1.430	0.102
2.260	-1.431	0.096
2.260	-1.421	0.099
2.260	-1.364	0.095
2.260	-1.428	0.108
2.260	-1.414	0.115
2.260	-1.336	0.082
2.260	-1.346	0.086
2.260	-1.425	0.094
2.260	-1.360	0.093
2.260	-1.400	0.103
2.260	-1.381	0.117
2.260	-1.413	0.112
2.260	-1.459	0.094
2.260	-1.412	0.099
2.260	-1.419	0.103
2.260	-1.439	0.102
2.260	-1.476	0.091
2.260	-1.392	0.115
2.260	-1.417	0.103
2.260	-1.433	0.112
2.260	-1.438	0.100
2.260	-1.425	0.101
2.260	-1.453	0.094
2.260	-1.404	0.106
2.260	-1.344	0.095
2.260	-1.350	0.101
2.260	-1.411	0.117
2.260	-1.340	0.088
2.260	-1.382	0.121
2.260	-1.381	0.112
2.260	-1.456	0.096
2.260	-1.409	0.088
2.260	-1.419	0.114
2.260	-1.440	0.111
2.260	-1.385	0.098
2.260	-1.408	0.087
2.260	-1.420	0.108
2.260	-1.402	0.110
2.260	-1.432	0.102
2.260	-1.422	0.103
2.260	-1.370	0.118
2.260	-1.402	0.123
2.260	-1.447	0.118
2.260	-1.373	0.111
2.260	-1.448	0.101
2.260	-1.387	0.108
2.260	-1.406	0.118
2.260	-1.412	0.091
2.260	-1.450	0.104
2.260	-1.409	0.103
2.260	-1.391	0.119
2.260	-1.454	0.109
2.260	-1.393	0.115
2.260	-1.372	0.098
2.260	-1.372	0.088
2.260	-1.396	0.096
2.260	-1.374	0.099
2.260	-1.387	0.107
2.260	-1.426	0.110
2.260	-1.418	0.114
2.260	-1.352	0.099
2.260	-1.446	0.107
2.260	-1.451	0.099
2.260	-1.420	0.092
2.260	-1.417	0.101
2.260	-1.360	0.107
2.260	-1.435	0.096
2.260	-1.347	0.099
2.260	-1.455	0.102
2.260	-1.416	0.121
2.260	-1.460	0.106
2.260	-1.420	0.111
2.260	-1.356	0.094
2.260	-1.347	0.089
2.260	-1.376	0.111
2.260	-1.396	0.096
2.260	-1.375	0.115
2.260	-1.394	0.107
2.260	-1.458	0.100
2.260	-1.421	0.098
2.260	-1.382	0.106
2.260	-1.446	0.096
2.260	-1.438	0.090
2.260	-1.398	0.106
2.260	-1.412	0.099
2.260	-1.469	0.096
2.260	-1.413	0.104
2.260	-1.358	0.089
2.260	-1.348	0.096
2.260	-1.439	0.112
2.260	-1.399	0.109
2.260	-1.409	0.126
2.260	-1.425	0.108
2.260	-1.430	0.100
2.260	-1.444	0.102
2.260	-1.369	0.105
2.260	-1.382	0.083
2.260	-1.444	0.096
2.260	-1.395	0.104
2.260	-1.416	0.097
2.260	-1.397	0.095
2.260	-1.412	0.108
2.260	-1.417	0.099
2.260	-1.458	0.110
2.260	-1.432	0.095
2.260	-1.448	0.106
2.260	-1.407	0.100
2.260	-1.400	0.106
2.260	-1.441	0.092
2.260	-1.431	0.118
2.260	-1.412	0.109
2.260	-1.439	0.102
2.260	-1.336	0.066
2.260	-1.410	0.097
2.260	-1.406	0.122
2.260	-1.378	0.107
2.260	-1.418	0.108
2.260	-1.370	0.100
2.260	-1.442	0.097
2.260	-1.361	0.095
2.260	-1.390	0.099
2.260	-1.387	0.110
2.260	-1.315	0.077
2.260	-1.391	0.119
2.260	-1.305	0.074
2.260	-1.455	0.092
2.260	-1.367	0.109
2.260	-1.433	0.119
2.260	-1.404	0.099
2.260	-1.367	0.101
2.260	-1.371	0.117
2.260	-1.305	0.080
2.260	-1.403	0.093
2.260	-1.399	0.087
2.260	-1.400	0.098
2.260	-1.389	0.108
2.260	-1.406	0.102
2.260	-1.328	0.097
2.260	-1.418	0.117
2.260	-1.356	0.078
2.260	-1.442	0.098
2.260	-1.393	0.120
2.260	-1.348	0.100
2.260	-1.471	0.108
2.260	-1.399	0.101
2.260	-1.399	0.122
2.260	-1.450	0.097
2.260	-1.444	0.112
2.260	-1.416	0.108
2.260	-1.383	0.111
2.260	-1.438	0.111
2.260	-1.436	0.109
2.260	-1.381	0.093
2.260	-1.425	0.110
2.260	-1.335	0.095
2.260	-1.439	0.114
2.260	-1.426	0.104
2.260	-1.424	0.111
2.260	-1.447	0.088
2.260	-1.431	0.100
2.260	-1.377	0.095
2.260	-1.437	0.101
2.260	-1.458	0.093
2.260	-1.423	0.090
2.260	-1.363	0.108
2.260	-1.421	0.104
2.260	-1.390	0.095
2.260	-1.387	0.095
2.260	-1.390	0.093
2.260	-1.391	0.117
2.260	-1.371	0.085
2.260	-1.363	0.100
2.260	-1.424	0.114
2.260	-1.337	0.093
2.260	-1.439	0.108
2.260	-1.432	0.116
2.260	-1.447	0.113
2.260	-1.413	0.111
2.260	-1.394	0.133
2.260	-1.408	0.101
2.260	-1.415	0.103
2.260	-1.448	0.093
2.260	-1.441	0.109
2.260	-1.405	0.110
2.260	-1.414	0.119
2.260	-1.456	0.099
2.260	-1.327	0.091
2.260	-1.378	0.095
2.260	-1.388	0.133
2.260	-1.414	0.095
2.260	-1.432	0.110
2.260	-1.406	0.118
2.260	-1.404	0.096
2.260	-1.423	0.101
2.260	-1.427	0.118
2.260	-1.370	0.103
2.260	-1.418	0.098
2.260	-1.355	0.101
2.260	-1.421	0.110
2.260	-1.345	0.097
2.260	-1.424	0.097
2.260	-1.417	0.127
2.260	-1.448	0.098
2.260	-1.397	0.111
2.260	-1.384	0.116
2.260	-1.397	0.115
2.260	-1.358	0.084
2.260	-1.376	0.112
2.260	-1.400	0.115
2.260	-1.379	0.105
2.260	-1.403	0.104
2.260	-1.376	0.112
2.260	-1.456	0.110
2.260	-1.434	0.118
2.260	-1.437	0.113
2.260	-1.368	0.094
2.260	-1.458	0.091
2.260	-1.357	0.112
2.260	-1.471	0.103
2.260	-1.339	0.081
2.260	-1.444	0.094
2.260	-1.312	0.082
2.260	-1.408	0.098
2.260	-1.467	0.106
2.260	-1.346	0.088
2.260	-1.457	0.096
2.260	-1.387	0.109
2.260	-1.421	0.098
2.260	-1.388	0.107
2.260	-1.397	0.112
2.260	-1.424	0.111
2.260	-1.469	0.099
2.260	-1.406	0.112
2.260	-1.410	0.083
2.260	-1.421	0.091
2.260	-1.429	0.118
2.260	-1.393	0.096
2.260	-1.354	0.101
2.260	-1.453	0.103
2.260	-1.426	0.106
2.260	-1.437	0.092
2.260	-1.398	0.102
2.260	-1.446	0.099
2.260	-1.403	0.105
2.260	-1.443	0.098
2.260	-1.446	0.095
2.260	-1.451	0.093
2.260	-1.430	0.091
2.260	-1.435	0.106
2.260	-1.425	0.099
2.260	-1.334	0.090
2.260	-1.400	0.099
2.260	-1.370	0.089
2.260	-1.432	0.090
2.260	-1.364	0.100
2.260	-1.413	0.121
2.260	-1.416	0.114
2.260	-1.428	0.115
2.260	-1.459	0.104
2.260	-1.414	0.113
2.260	-1.307	0.071
2.260	-1.361	0.101
2.260	-1.419	0.105
2.260	-1.411	0.099
2.260	-1.442	0.099
2.260	-1.391	0.104
2.260	-1.436	0.120
2.260	-1.432	0.104
2.260	-1.439	0.125
2.260	-1.381	0.105
2.260	-1.391	0.097
2.260	-1.340	0.094
2.260	-1.429	0.115
2.260	-1.379	0.132
2.260	-1.438	0.096
2.260	-1.438	0.112
2.260	-1.419	0.122
2.260	-1.382	0.112
2.260	-1.432	0.116
2.260	-1.333	0.102
2.260	-1.416	0.111
2.260	-1.349	0.107
2.260	-1.424	0.110
2.260	-1.381	0.093
2.260	-1.438	0.098
2.260	-1.449	0.101
2.260	-1.339	0.083
2.260	-1.453	0.099
2.260	-1.444	0.123
2.260	-1.381	0.099
2.260	-1.430	0.096
2.260	-1.385	0.106
2.260	-1.327	0.085
2.260	-1.401	0.105
2.260	-1.422	0.101
2.260	-1.467	0.106
2.260	-1.436	0.107
2.260	-1.434	0.096
2.260	-1.411	0.106
2.260	-1.430	0.113
2.260	-1.414	0.121
2.260	-1.370	0.111
2.260	-1.438	0.103
2.260	-1.416	0.102
2.260	-1.409	0.099
2.260	-1.390	0.107
2.260	-1.311	0.088
2.260	-1.323	0.086
2.260	-1.440	0.105
2.260	-1.357	0.121
2.260	-1.309	0.078
2.260	-1.447	0.108
2.260	-1.382	0.104
2.260	-1.409	0.107
2.260	-1.451	0.114
2.260	-1.419	0.108
2.260	-1.376	0.116
2.260	-1.369	0.115
2.260	-1.418	0.109
2.260	-1.419	0.104
2.260	-1.394	0.102
2.260	-1.429	0.091
2.260	-1.445	0.103
2.260	-1.452	0.098
2.260	-1.388	0.099
2.260	-1.409	0.114
2.260	-1.418	0.108
2.260	-1.367	0.110
2.260	-1.456	0.098
2.260	-1.455	0.094
2.260	-1.440	0.101
2.260	-1.445	0.094
2.260	-1.420	0.101
2.260	-1.468	0.091
2.260	-1.301	0.075
2.260	-1.413	0.098
2.260	-1.471	0.102
2.260	-1.463	0.105
2.260	-1.466	0.110
2.260	-1.444	0.087
2.260	-1.447	0.089
2.260	-1.443	0.086
2.260	-1.403	0.103
2.260	-1.448	0.100
2.260	-1.413	0.100
2.260	-1.430	0.112
2.260	-1.368	0.107
2.260	-1.426	0.101
2.260	-1.442	0.104
2.260	-1.455	0.100
2.260	-1.447	0.095
2.260	-1.437	0.107
2.260	-1.456	0.100
2.260	-1.408	0.107
2.260	-1.437	0.101
2.260	-1.438	0.111
2.260	-1.329	0.098
2.260	-1.457	0.088
2.260	-1.442	0.102
2.260	-1.323	0.082
2.260	-1.405	0.116
2.260	-1.418	0.098
2.260	-1.417	0.115
2.260	-1.461	0.097
2.260	-1.390	0.103
2.260	-1.436	0.102
2.260	-1.451	0.106
2.260	-1.398	0.097
2.260	-1.414	0.105
2.260	-1.388	0.097
2.260	-1.326	0.082
2.260	-1.334	0.100
2.260	-1.370	0.097
2.260	-1.361	0.110
2.260	-1.330	0.073
2.260	-1.363	0.100
2.260	-1.440	0.115
2.260	-1.431	0.109
2.260	-1.402	0.125
2.260	-1.369	0.106
2.260	-1.312	0.076
2.260	-1.363	0.103
2.260	-1.443	0.103
2.260	-1.355	0.095
2.260	-1.400	0.102
2.260	-1.404	0.099
2.260	-1.398	0.109
2.260	-1.444	0.110
2.260	-1.435	0.100
2.260	-1.443	0.097
2.260	-1.404	0.111
2.260	-1.439	0.099
2.260	-1.361	0.104
2.260	-1.382	0.096
2.260	-1.450	0.092
2.260	-1.331	0.090
2.260	-1.407	0.123
2.260	-1.417	0.108
2.260	-1.350	0.084
2.260	-1.393	0.112
2.260	-1.378	0.109
2.260	-1.416	0.093
2.260	-1.425	0.123
2.260	-1.376	0.108
2.260	-1.383	0.104
2.260	-1.364	0.107
2.260	-1.459	0.092
2.260	-1.370	0.090
2.260	-1.399	0.124
2.260	-1.456	0.100
2.260	-1.388	0.094
2.260	-1.395	0.111
2.260	-1.438	0.121
2.260	-1.484	0.095
2.260	-1.405	0.106
2.260	-1.494	0.091
2.260	-1.422	0.099
2.260	-1.428	0.094
2.260	-1.454	0.115
2.260	-1.410	0.119
2.260	-1.454	0.111
2.260	-1.410	0.106
2.260	-1.385	0.093
2.260	-1.422	0.098
2.260	-1.404	0.095
2.260	-1.376	0.108
2.260	-1.404	0.106
2.260	-1.384	0.091
2.260	-1.390	0.107
2.260	-1.428	0.094
2.260	-1.429	0.098
2.260	-1.415	0.104
2.260	-1.419	0.108
2.260	-1.440	0.092
2.260	-1.397	0.102
2.260	-1.462	0.100
2.260	-1.466	0.091
2.260	-1.412	0.108
2.260	-1.405	0.099
2.260	-1.429	0.099
2.260	-1.357	0.110
2.260	-1.453	0.114
2.260	-1.373	0.085
2.260	-1.409	0.121
2.260	-1.468	0.121
2.260	-1.380	0.101
2.260	-1.447	0.102
2.260	-1.329	0.081
2.260	-1.463	0.103
2.260	-1.462	0.104
2.260	-1.416	0.120
2.260	-1.437	0.115
2.260	-1.379	0.106
2.260	-1.387	0.131
2.260	-1.389	0.118
2.260	-1.433	0.113
2.260	-1.462	0.093
2.260	-1.404	0.106
2.260	-1.421	0.130
2.260	-1.443	0.103
2.260	-1.413	0.102
2.260	-1.430	0.094
2.260	-1.362	0.102
2.260	-1.410	0.098
2.260	-1.451	0.119
2.260	-1.433	0.102
2.260	-1.434	0.100
2.260	-1.433	0.102
2.260	-1.395	0.115
2.260	-1.459	0.096
2.260	-1.387	0.100
2.260	-1.439	0.108
2.260	-1.439	0.108
2.260	-1.422	0.094
2.260	-1.424	0.107
2.260	-1.374	0.098
2.260	-1.414	0.114
2.260	-1.427	0.124
2.260	-1.309	0.090
2.260	-1.334	0.077
2.260	-1.345	0.089
2.260	-1.434	0.105
2.260	-1.459	0.098
2.260	-1.403	0.112
2.260	-1.441	0.091
2.260	-1.465	0.094
2.260	-1.473	0.101
2.260	-1.419	0.102
2.260	-1.422	0.113
2.260	-1.290	0.081
2.260	-1.418	0.116
2.260	-1.416	0.116
2.260	-1.355	0.078
2.260	-1.431	0.120
2.260	-1.472	0.100
2.260	-1.361	0.096
2.260	-1.432	0.116
2.260	-1.399	0.109
2.260	-1.400	0.107
2.260	-1.385	0.113
2.260	-1.441	0.095
2.260	-1.422	0.129
2.260	-1.457	0.105
2.260	-1.363	0.113
2.260	-1.413	0.113
2.260	-1.351	0.086
2.260	-1.447	0.095
2.260	-1.446	0.087
2.260	-1.448	0.103
2.260	-1.413	0.104
2.260	-1.288	0.076
2.260	-1.455	0.092
2.260	-1.438	0.098
2.260	-1.469	0.090
2.260	-1.421	0.113
2.260	-1.426	0.122
2.260	-1.436	0.106
2.260	-1.379	0.094
2.260	-1.392	0.114
2.260	-1.430	0.108
2.260	-1.391	0.107
2.260	-1.433	0.093
2.260	-1.459	0.101
2.260	-1.448	0.103
2.260	-1.386	0.113
2.260	-1.433	0.101
2.260	-1.395	0.120
2.260	-1.441	0.106
2.260	-1.352	0.082
2.260	-1.417	0.114
2.260	-1.367	0.101
2.260	-1.383	0.099
2.260	-1.402	0.104
2.260	-1.460	0.093
2.260	-1.446	0.087
2.260	-1.368	0.106
2.260	-1.432	0.104
2.260	-1.425	0.109
2.260	-1.450	0.108
2.260	-1.462	0.099
2.260	-1.378	0.098
2.260	-1.417	0.124
2.260	-1.431	0.103
2.260	-1.472	0.088
2.260	-1.379	0.090
2.260	-1.443	0.093
2.260	-1.452	0.102
2.260	-1.478	0.096
2.260	-1.456	0.101
2.260	-1.374	0.105
2.260	-1.332	0.086
2.260	-1.407	0.111
2.260	-1.444	0.094
2.260	-1.437	0.101
2.260	-1.367	0.105
2.260	-1.386	0.102
2.260	-1.420	0.095
2.260	-1.396	0.098
2.260	-1.363	0.104
2.260	-1.462	0.111
2.260	-1.438	0.114
2.260	-1.413	0.102
2.260	-1.401	0.110
2.260	-1.444	0.107
2.260	-1.416	0.103
2.260	-1.414	0.130
2.260	-1.395	0.110
2.260	-1.402	0.114
2.260	-1.440	0.106
2.260	-1.420	0.097
2.260	-1.451	0.100
2.260	-1.383	0.105
2.260	-1.324	0.065
2.260	-1.400	0.098
2.260	-1.375	0.116
2.260	-1.403	0.114
2.260	-1.402	0.105
2.260	-1.437	0.101
2.260	-1.436	0.104
2.260	-1.375	0.093
2.260	-1.440	0.109
2.260	-1.425	0.103
2.260	-1.469	0.112
2.260	-1.366	0.104
2.260	-1.466	0.094
2.260	-1.417	0.116
2.260	-1.431	0.100
2.260	-1.392	0.123
2.260	-1.458	0.086
2.260	-1.402	0.117
2.260	-1.425	0.106
2.260	-1.410	0.123
2.260	-1.393	0.110
2.260	-1.391	0.107
2.260	-1.421	0.092
2.260	-1.385	0.123
2.260	-1.421	0.091
2.260	-1.440	0.107
2.260	-1.462	0.095
2.260	-1.371	0.129
2.260	-1.413	0.116
2.260	-1.375	0.087
2.260	-1.437	0.107
2.260	-1.419	0.101
2.260	-1.439	0.097
2.260	-1.424	0.107
2.260	-1.445	0.099
2.260	-1.441	0.094
2.260	-1.399	0.115
2.260	-1.427	0.115
2.260	-1.385	0.109
2.260	-1.434	0.103
2.260	-1.389	0.098
2.260	-1.388	0.112
2.260	-1.400	0.099
2.260	-1.431	0.109
2.260	-1.448	0.111
2.260	-1.440	0.113
2.260	-1.429	0.101
2.260	-1.368	0.118
2.260	-1.358	0.114
2.260	-1.382	0.120
2.260	-1.453	0.107
2.260	-1.385	0.112
2.260	-1.438	0.117
2.260	-1.424	0.107
2.260	-1.382	0.099
2.260	-1.324	0.086
2.260	-1.393	0.120
2.260	-1.411	0.099
2.260	-1.367	0.114
2.260	-1.442	0.101
2.260	-1.428	0.125
2.260	-1.454	0.096
2.260	-1.436	0.115
2.260	-1.455	0.090
2.260	-1.335	0.093
2.260	-1.313	0.080
2.260	-1.329	0.083
2.260	-1.385	0.119
2.260	-1.387	0.115
2.260	-1.452	0.110
2.260	-1.349	0.089
2.260	-1.409	0.110
2.260	-1.432	0.095
2.260	-1.392	0.117
2.260	-1.453	0.086
2.260	-1.471	0.101
2.260	-1.412	0.112
2.260	-1.433	0.094
2.260	-1.413	0.100
2.260	-1.364	0.116
2.260	-1.364	0.107
2.260	-1.439	0.128
2.260	-1.424	0.117
2.260	-1.452	0.091
2.260	-1.392	0.104
2.260	-1.425	0.095
2.260	-1.387	0.124
2.260	-1.405	0.103
2.260	-1.402	0.109
2.260	-1.429	0.112
2.260	-1.443	0.104
2.260	-1.349	0.090
2.260	-1.450	0.090
2.260	-1.341	0.111
2.260	-1.421	0.105
2.260	-1.471	0.090
2.260	-1.415	0.115
2.260	-1.451	0.096
2.260	-1.466	0.105
2.260	-1.417	0.117
2.260	-1.427	0.088
2.260	-1.465	0.108
2.260	-1.416	0.097
2.260	-1.459	0.110
2.260	-1.442	0.124
2.260	-1.449	0.107
2.260	-1.449	0.107
2.260	-1.423	0.115
2.260	-1.438	0.096
2.260	-1.419	0.102
2.260	-1.416	0.118
2.260	-1.350	0.085
2.260	-1.404	0.097
2.260	-1.360	0.099
2.260	-1.412	0.100
2.260	-1.417	0.123
2.260	-1.390	0.119
2.260	-1.398	0.125
2.260	-1.404	0.093
2.260	-1.378	0.120
2.260	-1.414	0.110
2.260	-1.437	0.112
2.260	-1.448	0.094
2.260	-1.412	0.110
2.260	-1.472	0.100
2.260	-1.432	0.105
2.260	-1.433	0.119
2.260	-1.367	0.090
2.260	-1.445	0.106
2.260	-1.364	0.105
2.260	-1.455	0.100
2.260	-1.342	0.088
2.260	-1.416	0.092
2.260	-1.410	0.124
2.260	-1.456	0.098
2.260	-1.394	0.108
2.260	-1.331	0.084
2.260	-1.445	0.107
2.260	-1.359	0.106
2.260	-1.447	0.088
2.260	-1.435	0.098
2.260	-1.384	0.100
2.260	-1.350	0.112
2.260	-1.395	0.105
2.260	-1.406	0.100
2.260	-1.460	0.101
2.260	-1.387	0.104
2.260	-1.410	0.110
2.260	-1.456	0.094
2.260	-1.408	0.111
2.260	-1.391	0.112
2.260	-1.413	0.109
2.260	-1.400	0.109
2.260	-1.396	0.095
2.260	-1.421	0.102
2.260	-1.458	0.097
2.260	-1.465	0.098
2.260	-1.390	0.118
2.260	-1.375	0.122
2.260	-1.343	0.111
2.260	-1.464	0.095
2.260	-1.425	0.110
2.260	-1.389	0.104
2.260	-1.389	0.099
2.260	-1.389	0.103
2.260	-1.418	0.100
2.260	-1.410	0.118
2.260	-1.403	0.106
2.260	-1.449	0.111
2.260	-1.408	0.094
2.260	-1.432	0.113
2.260	-1.423	0.111
2.260	-1.414	0.096
2.260	-1.356	0.096
2.260	-1.380	0.115
2.260	-1.387	0.115
2.260	-1.395	0.091
2.260	-1.440	0.103
2.260	-1.467	0.107
2.260	-1.418	0.099
2.260	-1.417	0.121
2.260	-1.455	0.094
2.260	-1.442	0.100
2.260	-1.422	0.107
2.260	-1.395	0.106
2.260	-1.450	0.099
2.260	-1.419	0.103
2.260	-1.356	0.097
2.260	-1.459	0.097
2.260	-1.398	0.101
2.260	-1.425	0.095
2.260	-1.445	0.114
2.260	-1.401	0.098
2.260	-1.407	0.137
2.260	-1.456	0.093
2.260	-1.401	0.109
2.260	-1.395	0.094
2.260	-1.411	0.103
2.260	-1.445	0.107
2.260	-1.432	0.098
2.260	-1.441	0.100
2.260	-1.410	0.120
2.260	-1.427	0.094
2.260	-1.445	0.091
2.260	-1.405	0.113
2.260	-1.346	0.103
2.260	-1.425	0.107
2.260	-1.354	0.088
2.260	-1.430	0.117
2.260	-1.429	0.137
2.260	-1.400	0.114
2.260	-1.461	0.104
2.260	-1.309	0.090
2.260	-1.419	0.115
2.260	-1.435	0.112
2.260	-1.312	0.071
2.260	-1.440	0.087
2.260	-1.374	0.091
2.260	-1.437	0.115
2.260	-1.458	0.101
2.260	-1.434	0.103
2.260	-1.423	0.117
2.260	-1.395	0.115
2.260	-1.443	0.111
2.260	-1.368	0.112
2.260	-1.304	0.074
2.260	-1.438	0.105
2.260	-1.377	0.099
2.260	-1.455	0.113
2.260	-1.363	0.110
2.260	-1.437	0.090
2.260	-1.423	0.117
2.260	-1.359	0.103
2.260	-1.399	0.114
2.260	-1.415	0.118
2.260	-1.433	0.113
2.260	-1.438	0.111
2.260	-1.418	0.091
2.260	-1.426	0.123
2.260	-1.450	0.104
2.260	-1.337	0.104
2.260	-1.398	0.115
2.260	-1.483	0.109
2.260	-1.411	0.113
2.260	-1.384	0.123
2.260	-1.400	0.100
2.260	-1.391	0.107
2.260	-1.412	0.109
2.260	-1.411	0.106
2.260	-1.440	0.106
2.260	-1.416	0.105
2.260	-1.459	0.100
2.260	-1.463	0.097
2.260	-1.347	0.110
2.260	-1.430	0.113
2.260	-1.352	0.097
2.260	-1.355	0.093
2.260	-1.398	0.113
2.260	-1.364	0.105
2.260	-1.452	0.101
2.260	-1.288	0.072
2.260	-1.410	0.121
2.260	-1.400	0.124
2.260	-1.477	0.091
2.260	-1.405	0.109
2.260	-1.437	0.099
2.260	-1.420	0.117
2.260	-1.392	0.092
2.260	-1.454	0.096
2.260	-1.344	0.093
2.260	-1.410	0.102
2.260	-1.452	0.108
2.260	-1.448	0.106
2.260	-1.414	0.108
2.260	-1.348	0.096
2.260	-1.408	0.112
2.260	-1.431	0.099
2.260	-1.398	0.104
2.260	-1.435	0.112
2.260	-1.418	0.107
2.260	-1.448	0.097
2.260	-1.437	0.104
2.260	-1.457	0.105
2.260	-1.443	0.096
2.260	-1.357	0.088
2.260	-1.427	0.100
2.260	-1.411	0.090
2.260	-1.368	0.103
2.260	-1.442	0.102
2.260	-1.458	0.091
2.260	-1.458	0.096
2.260	-1.447	0.102
2.260	-1.422	0.113
2.260	-1.407	0.108
2.260	-1.463	0.097
2.260	-1.455	0.099
2.260	-1.433	0.104
2.260	-1.354	0.091
2.260	-1.389	0.089
2.260	-1.417	0.110
2.260	-1.437	0.121
2.260	-1.427	0.098
2.260	-1.429	0.104
2.260	-1.352	0.106
2.260	-1.358	0.116
2.260	-1.375	0.086
2.260	-1.419	0.104
2.260	-1.448	0.109
2.260	-1.456	0.093
2.260	-1.427	0.094
2.260	-1.428	0.108
2.260	-1.452	0.099
2.260	-1.332	0.092
2.260	-1.354	0.098
2.260	-1.389	0.103
2.260	-1.448	0.110
2.260	-1.406	0.117
2.260	-1.398	0.108
2.260	-1.364	0.102
2.260	-1.424	0.097
2.260	-1.446	0.084
2.260	-1.413	0.117
2.260	-1.439	0.106
2.260	-1.424	0.096
2.260	-1.438	0.121
2.260	-1.365	0.104
2.260	-1.382	0.101
2.260	-1.415	0.108
2.260	-1.418	0.111
2.260	-1.411	0.108
2.260	-1.459	0.104
2.260	-1.466	0.114
2.260	-1.315	0.072
2.260	-1.439	0.093
2.260	-1.458	0.092
2.260	-1.376	0.108
2.260	-1.422	0.106
2.260	-1.439	0.104
2.260	-1.425	0.098
2.260	-1.401	0.131
2.260	-1.380	0.117
2.260	-1.330	0.083
2.260	-1.439	0.114
2.260	-1.441	0.094
2.260	-1.459	0.098
2.260	-1.410	0.094
2.260	-1.321	0.079
2.260	-1.463	0.100
2.260	-1.414	0.102
2.260	-1.379	0.091
2.260	-1.500	0.095
